Title,Experience Level,Remote Status,Normalized Salary,Views,Applies,Location,Company Name,Formatted Work Type,Formatted Experience Level,Max Salary,Med Salary,Min Salary,Pay Period,Currency,Zip Code,Fips,City,Original Listed Time
data engineer - remote,Mid-Senior,Remote,155000.0,99.0,48.0,"new york, ny",orbit recruitment group,Full-time,Mid-Senior level,180000.0,,130000.0,YEARLY,USD,10001.0,36061.0,new york,1713459790000.0
data engineer - remote,Mid-Senior,Remote,155000.0,13.0,5.0,"philadelphia, pa",orbit recruitment group,Full-time,Mid-Senior level,180000.0,,130000.0,YEARLY,USD,19102.0,42101.0,philadelphia,1713460014000.0
enterprise architecture consultant lead - data architecture,Unknown,Unknown,,4.0,,"bloomington, il",country financial®,Full-time,,,,,,,61701.0,17113.0,bloomington,1713459174000.0
data engineer - remote,Mid-Senior,Remote,155000.0,2.0,,"phoenix, az",orbit recruitment group,Full-time,Mid-Senior level,180000.0,,130000.0,YEARLY,USD,85003.0,4013.0,phoenix,1713459972000.0
machine learning engineer,Mid-Senior,Unknown,,69.0,37.0,"mountain view, ca",micro1,Full-time,Mid-Senior level,,,,,,94040.0,6085.0,mountain view,1713460235000.0
lead data engineer,Mid-Senior,Remote,,32.0,16.0,"fremont, ca",new york technology partners,Contract,Mid-Senior level,,,,,,94536.0,6001.0,fremont,1713459811000.0
data engineer - remote,Mid-Senior,Remote,155000.0,26.0,11.0,"san antonio, tx",orbit recruitment group,Full-time,Mid-Senior level,180000.0,,130000.0,YEARLY,USD,78201.0,48029.0,san antonio,1713460050000.0
machine learning engineer - remote,Mid-Senior,Remote,170000.0,13.0,5.0,"los angeles county, ca",orbit recruitment group,Full-time,Mid-Senior level,190000.0,,150000.0,YEARLY,USD,90001.0,6037.0,los angeles county,1713460516000.0
associate data engineer,Mid-Senior,Unknown,,32.0,17.0,"chicago, il",denodo,Full-time,Mid-Senior level,,,,,,60601.0,17031.0,chicago,1713459992000.0
chemist machine learning,Mid-Senior,Unknown,,3.0,1.0,"woburn, ma",alsym energy,Full-time,Mid-Senior level,,,,,,1801.0,25017.0,woburn,1713460330000.0
senior business intelligence director,Director,Unknown,,7.0,1.0,"matawan, nj",confidential,Full-time,Director,,,,,,7747.0,34025.0,matawan,1713460424000.0
machine learning engineer - remote,Mid-Senior,Remote,,5.0,1.0,"austin, tx",orbit recruitment group,Full-time,Mid-Senior level,,,,,,78701.0,48453.0,austin,1713460832000.0
100% remote - data scientist - transformers,Mid-Senior,Remote,,50.0,11.0,"johnston, ia",prodware solutions,Contract,Mid-Senior level,,,,,,50131.0,19153.0,johnston,1713460989000.0
azure synapse data engineer,Unknown,Remote,130000.0,25.0,11.0,united states,nlb services,Full-time,,140000.0,,120000.0,YEARLY,USD,,,united states,1713460349000.0
azure data architect,Mid-Senior,Unknown,166400.0,44.0,16.0,"roseville, ca",radiansys inc.,Contract,Mid-Senior level,85.0,,75.0,HOURLY,USD,95661.0,6061.0,roseville,1713460503000.0
machine learning engineer - remote,Mid-Senior,Remote,170000.0,15.0,4.0,"chicago, il",orbit recruitment group,Full-time,Mid-Senior level,190000.0,,150000.0,YEARLY,USD,60601.0,17031.0,chicago,1713460549000.0
data scientist - transformers - 100% remote,Mid-Senior,Remote,,148.0,50.0,united states,prodware solutions,Contract,Mid-Senior level,,,,,,,,united states,1713461415000.0
senior data architect,Mid-Senior,Unknown,165000.0,27.0,8.0,"florida, united states",hyring.com,Full-time,Mid-Senior level,180000.0,,150000.0,YEARLY,USD,,,florida,1713461599000.0
data scientist,Mid-Senior,Remote,150000.0,20.0,5.0,united states,telegraph,Full-time,Mid-Senior level,160000.0,,140000.0,YEARLY,USD,,,united states,1713464840000.0
project data manager,Mid-Senior,Remote,,8.0,1.0,united states,icon strategic solutions,Full-time,Mid-Senior level,,,,,,,,united states,1713461902000.0
manager-talent acquisition operations and analytics,Mid-Senior,Unknown,,28.0,4.0,"clearwater, fl",pods,Full-time,Mid-Senior level,,,,,,33755.0,,clearwater,1713461730000.0
data engineer,Mid-Senior,Unknown,,89.0,54.0,"tallahassee, fl","american unit, inc",Contract,Mid-Senior level,,,,,,32301.0,12073.0,tallahassee,1713462140000.0
lead data scientist,Mid-Senior,Remote,,54.0,11.0,united states,hexaware technologies,Full-time,Mid-Senior level,,,,,,,,united states,1713462487000.0
senior data architect,Mid-Senior,Unknown,,7.0,,"texas, united states",hyring.com,Full-time,Mid-Senior level,,,,,,,,texas,1713462544000.0
senior data architect,Mid-Senior,Unknown,,5.0,,"nevada, united states",hyring.com,Full-time,Mid-Senior level,,,,,,,,nevada,1713462634000.0
data engineering manager,Director,Remote,,34.0,14.0,united states,diligente technologies,Full-time,Director,,,,,,,,united states,1713462468000.0
data scientist,Mid-Senior,Unknown,74977.0,14.0,1.0,"lexington, ky",university of kentucky,Full-time,Mid-Senior level,93358.0,,56596.0,YEARLY,USD,40502.0,21067.0,lexington,1713463560000.0
data engineer,Unknown,Unknown,,5.0,,"thousand oaks, ca",hireblox,Contract,,,,,,,91360.0,6111.0,thousand oaks,1713464943000.0
"vp, private equity portfolio performance analytics",Director,Unknown,225000.0,3.0,,"los angeles, ca",coda search│staffing,Full-time,Director,250000.0,,200000.0,YEARLY,USD,90001.0,6037.0,los angeles,1713465058000.0
data analyst,Entry Level,Remote,,59.0,22.0,"audubon, pa",motion recruitment,Contract,Entry level,,,,,,,,audubon,1713462452000.0
senior data architect,Mid-Senior,Unknown,165000.0,4.0,,"tennessee, united states",hyring.com,Full-time,Mid-Senior level,180000.0,,150000.0,YEARLY,USD,,,tennessee,1713462593000.0
senior data architect,Mid-Senior,Unknown,165000.0,10.0,,"washington, united states",hyring.com,Full-time,Mid-Senior level,180000.0,,150000.0,YEARLY,USD,,,washington,1713462671000.0
senior data architect,Mid-Senior,Remote,165000.0,30.0,10.0,united states,hyring.com,Full-time,Mid-Senior level,180000.0,,150000.0,YEARLY,USD,,,united states,1713462772000.0
senior machine learning engineer,Mid-Senior,Remote,190000.0,16.0,6.0,united states,harnham,Full-time,Mid-Senior level,200000.0,,180000.0,YEARLY,USD,,,united states,1713463266000.0
aws data engineer,Unknown,Remote,,118.0,57.0,"boston, ma",cyma systems inc,Contract,,,,,,,2108.0,25025.0,boston,1713463264000.0
business intelligence developer,Unknown,Unknown,,8.0,,"nashville, tn",canopus it solutions llc,Contract,,,,,,,37201.0,47037.0,nashville,1713465251000.0
data engineer,Mid-Senior,Unknown,,28.0,11.0,"boston, ma","firstpro, inc",Full-time,Mid-Senior level,,,,,,2108.0,25025.0,boston,1713463705000.0
support data engineer,Mid-Senior,Unknown,135200.0,8.0,2.0,"tampa, fl",rose international,Temporary,Mid-Senior level,70.0,,60.0,HOURLY,USD,33602.0,12057.0,tampa,1713465275000.0
senior data engineer,Mid-Senior,Remote,140400.0,152.0,51.0,united states,a-line staffing solutions,Contract,Mid-Senior level,75.0,,60.0,HOURLY,USD,,,united states,1713463903000.0
business intelligence analyst,Mid-Senior,Unknown,109200.0,4.0,1.0,"los angeles, ca",ccs global tech,Contract,Mid-Senior level,55.0,,50.0,HOURLY,USD,90001.0,6037.0,los angeles,1713466093000.0
"senior manager, e-commerce business intelligence - calvin klein",Mid-Senior,Unknown,140000.0,1.0,,"new york, ny",calvin klein,Full-time,Mid-Senior level,155000.0,,125000.0,YEARLY,USD,10001.0,36061.0,new york,1713467415000.0
"business intelligence intern, inventory planning",Internship,Unknown,35360.0,2.0,1.0,"new york, ny",fullbeauty brands,Internship,Internship,,17.0,,HOURLY,USD,10001.0,36061.0,new york,1713467976000.0
sr. data analyst,Mid-Senior,Remote,,7.0,1.0,united states,beyondsoft,Full-time,Mid-Senior level,,,,,,,,united states,1713467549000.0
financial analyst - revenue analytics (entry level),Entry Level,Remote,,7.0,,united states,solis mammography,Full-time,Entry level,,,,,,,,united states,1713469031000.0
loans transformation data analyst,Mid-Senior,Unknown,176800.0,1.0,,"new york, ny",rose international,Temporary,Mid-Senior level,90.0,,80.0,HOURLY,USD,10001.0,36061.0,new york,1713469250000.0
data scientist,Mid-Senior,Remote,,8.0,1.0,"des moines, ia",paragon it professionals,Contract,Mid-Senior level,,,,,,50307.0,19153.0,des moines,1713469813000.0
data engineer,Associate,Unknown,130000.0,5.0,,"cupertino, ca",zolon tech inc.,Temporary,Associate,65.0,,60.0,HOURLY,USD,95014.0,6085.0,cupertino,1713469627000.0
sr. data scientist - strategic projects,Mid-Senior,Unknown,105500.0,5.0,,"new york, ny",ovative group,Full-time,Mid-Senior level,132000.0,,79000.0,YEARLY,USD,10001.0,36061.0,new york,1713398400000.0
data scientist,Unknown,Unknown,,3.0,,"princeton, nj",novo nordisk,Full-time,,,,,,,8540.0,34021.0,princeton,1713398400000.0
senior data scientist,Mid-Senior,Remote,,9.0,4.0,united states,zoominfo,Full-time,Mid-Senior level,,,,,,,,united states,1713398400000.0
senior etl data engineer,Unknown,Unknown,,4.0,,"washington, dc",100k job hunt,Full-time,,,,,,,20001.0,11001.0,washington,1713472237000.0
senior machine learning engineer,Mid-Senior,Remote,172150.0,5.0,,united states,genedx,Full-time,Mid-Senior level,191300.0,,153000.0,YEARLY,USD,,,united states,1713398400000.0
sr. staff data analyst - marketing analytics,Mid-Senior,Remote,167500.0,6.0,,"arizona, united states",achieve,Full-time,Mid-Senior level,175000.0,,160000.0,YEARLY,USD,,,arizona,1713471142000.0
analytics engineer (l4/5) - pricing and forecasting,Unknown,Unknown,445000.0,6.0,,"los gatos, ca",netflix,Full-time,,720000.0,,170000.0,YEARLY,USD,95030.0,6085.0,los gatos,1713472670000.0
lead data engineer,Mid-Senior,Unknown,150000.0,4.0,,"universal city, ca",nbcuniversal,Full-time,Mid-Senior level,170000.0,,130000.0,YEARLY,USD,91608.0,6037.0,universal city,1713472682000.0
cde data engineer,Associate,Unknown,117500.0,4.0,,"englewood cliffs, nj",nbcuniversal,Full-time,Associate,135000.0,,100000.0,YEARLY,USD,7632.0,34003.0,englewood cliffs,1713472683000.0
director ecommerce insights & analytics,Director,Unknown,,2.0,,"mahwah, nj",the connors group,Full-time,Director,,,,,,7430.0,34003.0,mahwah,1713473072000.0
computational health informatics data manager,Entry Level,Unknown,,3.0,,united states,boston children's hospital,Full-time,Entry level,,,,,,,,united states,1713473074000.0
analytics developer,Entry Level,Remote,,4.0,,united states,stream data centers,Full-time,Entry level,,,,,,,,united states,1712620800000.0
lead data engineer,Mid-Senior,Remote,,6.0,2.0,united states,gray matter analytics,Full-time,Mid-Senior level,,,,,,,,united states,1713472075000.0
"director, video quality analytics",Director,Unknown,,4.0,1.0,"new york, ny",nbcuniversal,Full-time,Director,,,,,,10001.0,36061.0,new york,1713472682000.0
data engineer iii,Mid-Senior,Remote,,3.0,,united states,"medimpact healthcare systems, inc.",Full-time,Mid-Senior level,,,,,,,,united states,1713472868000.0
azure data architect,Director,Unknown,195000.0,1.0,,"newark, nj",phaxis,Full-time,Director,210000.0,,180000.0,YEARLY,USD,7102.0,34013.0,newark,1713473379000.0
"sr manager, compensation and analytics",Mid-Senior,Unknown,,5.0,,"orlando, fl",universal orlando resort,Full-time,Mid-Senior level,,,,,,32801.0,12095.0,orlando,1713472281000.0
"consultant, ai & analytics",Mid-Senior,Remote,127000.0,2.0,,united states,lighthouse,Full-time,Mid-Senior level,155000.0,,99000.0,YEARLY,USD,,,united states,1713398400000.0
data scientist,Associate,Remote,,3.0,,united states,brand advance // ssp,Part-time,Associate,,,,,,,,united states,1713472719000.0
junior data analyst,Entry Level,Remote,,2.0,,united states,coders data,Full-time,Entry level,,,,,,,,united states,1713473572000.0
senior generative ai engineer,Unknown,Unknown,192458.5,3.0,,"irvine, ca",capital group,Temporary,,236872.0,,148045.0,YEARLY,USD,92602.0,,irvine,1713473321000.0
"senior data scientist, llm",Mid-Senior,Unknown,232500.0,6.0,1.0,"san francisco, ca",nuna inc.,Full-time,Mid-Senior level,249000.0,,216000.0,YEARLY,USD,94101.0,6075.0,san francisco,1713398400000.0
sr. snowflake azure data engineer,Mid-Senior,Remote,,5.0,,"minneapolis, mn",apex systems,Full-time,Mid-Senior level,,,,,,55401.0,27053.0,minneapolis,1713474848000.0
applied machine learning engineer (east coast),Entry Level,Remote,230000.0,5.0,,united states,anomalo,Full-time,Entry level,250000.0,,210000.0,YEARLY,USD,,,united states,1711314517000.0
data engineer,Entry Level,Unknown,,11.0,1.0,"maryland, united states","dmi (digital management, llc)",Full-time,Entry level,,,,,,,,maryland,1713474718000.0
analytics manager,Mid-Senior,Unknown,,4.0,,"minneapolis, mn",netspi,Full-time,Mid-Senior level,,,,,,55401.0,27053.0,minneapolis,1713474839000.0
data scientists with google cloud platform exp (10 years),Entry Level,Remote,,4.0,,united states,dice,Full-time,Entry level,,,,,,,,united states,1713021442000.0
senior sap data analyst (no corp to corp),Mid-Senior,Unknown,,10.0,1.0,greater chicago area,bayforce,Contract,Mid-Senior level,,,,,,,,greater chicago area,1713475126000.0
"analyst, supply chain analytics",Mid-Senior,Unknown,,8.0,,"chicago, il",ferrara,Full-time,Mid-Senior level,,,,,,60601.0,17031.0,chicago,1713475106000.0
machine learning engineer intern,Internship,Unknown,55442.5,7.0,1.0,"poway, ca",general atomics,Internship,Internship,66295.0,,44590.0,YEARLY,USD,92064.0,6073.0,poway,1713475508000.0
data architect,Mid-Senior,Unknown,,4.0,,"maryland, united states","dmi (digital management, llc)",Full-time,Mid-Senior level,,,,,,,,maryland,1713474718000.0
data analyst / technical writer 3 - top secret clearance,Mid-Senior,Unknown,,5.0,,"fredericksburg, va",american systems,Full-time,Mid-Senior level,,,,,,22401.0,51177.0,fredericksburg,1713475378000.0
it data engineer,Entry Level,Unknown,,20.0,5.0,"atlanta, ga",delta air lines,Full-time,Entry level,,,,,,30303.0,13121.0,atlanta,1713475707000.0
sap analytics cloud (sac) consultant,Mid-Senior,Remote,,4.0,,united states,dice,Full-time,Mid-Senior level,,,,,,,,united states,1713021338000.0
loan transformation data analyst,Mid-Senior,Unknown,156000.0,9.0,2.0,"tampa, fl",confidential,Contract,Mid-Senior level,80.0,,70.0,HOURLY,USD,33602.0,12057.0,tampa,1713475749000.0
"strategy and analytics, telemedicine",Entry Level,Unknown,147500.0,3.0,,"san francisco, ca",forward,Full-time,Entry level,220000.0,,75000.0,YEARLY,USD,94101.0,6075.0,san francisco,1713476083000.0
"institutional marketing lead, pricing & analytics",Mid-Senior,Unknown,171600.0,4.0,,"warren, nj",barrington james,Contract,Mid-Senior level,90.0,,75.0,HOURLY,USD,7059.0,,warren,1713476637000.0
sr. ml engineer at stealth ai startup,Mid-Senior,Unknown,,4.0,,"seattle, wa",allen institute for ai (ai2),Full-time,Mid-Senior level,,,,,,98101.0,53033.0,seattle,1713398400000.0
data analyst,Mid-Senior,Unknown,72800.0,27.0,9.0,"juno beach, fl",gravity it resources,Contract,Mid-Senior level,40.0,,30.0,HOURLY,USD,34217.0,12081.0,juno beach,1713477063000.0
"machine learning engineer, search ads - usds",Unknown,Unknown,143575.0,4.0,,"mountain view, ca",tiktok,Full-time,,168150.0,,119000.0,YEARLY,USD,94040.0,6085.0,mountain view,1713477819000.0
senior data analyst,Mid-Senior,Remote,122850.0,4.0,,"alpharetta, ga",veeam software,Contract,Mid-Senior level,144500.0,,101200.0,YEARLY,USD,30004.0,,alpharetta,1713398400000.0
data engineer,Associate,Unknown,185500.0,8.0,1.0,"san francisco, ca",pivotal life sciences,Full-time,Associate,206000.0,,165000.0,YEARLY,USD,94101.0,6075.0,san francisco,1713478819000.0
senior ai data scientist,Mid-Senior,Unknown,,3.0,,san francisco bay area,pivotal life sciences,Full-time,Mid-Senior level,,,,,,,,san francisco bay area,1713478864000.0
senior data engineer- python,Mid-Senior,Unknown,136275.0,4.0,,"austin, tx",visa,Full-time,Mid-Senior level,159550.0,,113000.0,YEARLY,USD,78701.0,48453.0,austin,1713479078000.0
"backend & applied ml engineer (eagan, mn or frisco, tx)",Entry Level,Unknown,,2.0,,"eagan, mn",thomson reuters,Full-time,Entry level,,,,,,,,eagan,1713398400000.0
"machine learning engineer, banking & square financial services",Associate,Unknown,,3.0,,"san francisco, ca",square,Full-time,Associate,,,,,,94101.0,6075.0,san francisco,1713478458000.0
"director of finance and data analytics, penn signature services",Director,Unknown,,5.0,,"philadelphia, pa","penn medicine, university of pennsylvania health system",Full-time,Director,,,,,,19102.0,42101.0,philadelphia,1713479286000.0
financial data analyst,Unknown,Unknown,95000.0,2.0,,"arlington, va",cyber guardian threat solutions llc,Full-time,,100000.0,,90000.0,YEARLY,USD,22201.0,51013.0,arlington,1713479663000.0
"vice president, modelling data scientist | senior data scientist i",Unknown,Unknown,,6.0,,"new york, ny",blackrock,Full-time,,,,,,,10001.0,36061.0,new york,1713398400000.0
product analytics manager,Mid-Senior,Unknown,,4.0,,"salt lake city, ut",extra space storage,Full-time,Mid-Senior level,,,,,,84101.0,49035.0,salt lake city,1713479252000.0
workforce analytics manager - remote,Mid-Senior,Remote,,5.0,,"high point, nc","gxo logistics, inc.",Full-time,Mid-Senior level,,,,,,27260.0,37081.0,high point,1713479694000.0
staff data engineer,Unknown,Unknown,201177.5,5.0,,"foster city, ca",visa,Full-time,,231400.0,,170955.0,YEARLY,USD,96125.0,6091.0,foster city,1713479081000.0
information technology data analyst ii - professional development,Unknown,Unknown,,4.0,,"irving, tx",christus health,Full-time,,,,,,,75038.0,48113.0,irving,1713225600000.0
sr azure data architect / director with financial services - to 215k + bonus,Director,Unknown,197500.0,2.0,,"jersey city, nj",phaxis,Full-time,Director,215000.0,,180000.0,YEARLY,USD,7302.0,34017.0,jersey city,1713478864000.0
data engineer ii,Entry Level,Unknown,,5.0,,"bellevue, wa",intepros,Full-time,Entry level,,,,,,98004.0,53033.0,bellevue,1713398400000.0
senior decision analytics manager,Unknown,Unknown,163200.0,6.0,,"atlanta, ga",visa,Full-time,,200900.0,,125500.0,YEARLY,USD,30303.0,13121.0,atlanta,1713479074000.0
"data analyst, research solutions",Mid-Senior,Remote,125000.0,6.0,1.0,greater seattle area,truveta,Full-time,Mid-Senior level,156000.0,,94000.0,YEARLY,USD,,,greater seattle area,1713398400000.0
sr bi data analyst,Mid-Senior,Unknown,,4.0,,"coral gables, fl",lakeview,Full-time,Mid-Senior level,,,,,,,,coral gables,1713478950000.0
sr director - consulting & analytics - nationals segment,Director,Unknown,222225.0,5.0,,"ashburn, va",visa,Full-time,Director,271050.0,,173400.0,YEARLY,USD,20147.0,,ashburn,1713479082000.0
data engineer,Entry Level,Unknown,,5.0,1.0,"st louis, mo",stifel financial corp.,Full-time,Entry level,,,,,,63367.0,29183.0,st louis,1713398400000.0
senior data scientist (perf. mgmt & org. strategy) (hybrid schedule),Unknown,Unknown,136900.0,5.0,,los angeles metropolitan area,socalgas,Full-time,,164300.0,,109500.0,YEARLY,USD,,,los angeles metropolitan area,1713480997000.0
"senior software engineer, data engineering - thousandeyes",Unknown,Unknown,186550.0,2.0,,"san francisco, ca",cisco,Full-time,,222200.0,,150900.0,YEARLY,USD,94101.0,6075.0,san francisco,1713481448000.0
digital engineer iii (azure data engineer),Entry Level,Unknown,135587.5,4.0,,"pensacola, fl",navy federal credit union,Other,Entry level,173675.0,,97500.0,YEARLY,USD,32501.0,12033.0,pensacola,1713482050000.0
digital engineer iii (azure data engineer),Entry Level,Unknown,135587.5,4.0,,"vienna, va",navy federal credit union,Other,Entry level,173675.0,,97500.0,YEARLY,USD,22180.0,51059.0,vienna,1713482050000.0
data scientist,Entry Level,Unknown,114937.5,5.0,,"vienna, va",navy federal credit union,Other,Entry level,151075.0,,78800.0,YEARLY,USD,22180.0,51059.0,vienna,1713482060000.0
supply chain senior data scientist,Mid-Senior,Unknown,,3.0,,"omaha, ne",conagra brands,Full-time,Mid-Senior level,,,,,,68102.0,31055.0,omaha,1713398400000.0
supply chain senior data scientist,Mid-Senior,Unknown,,4.0,,"omaha, ne",conagra brands,Full-time,Mid-Senior level,,,,,,68102.0,31055.0,omaha,1713398400000.0
data engineer i,Mid-Senior,Unknown,110000.0,1.0,,"los angeles, ca",stiiizy,Full-time,Mid-Senior level,115000.0,,105000.0,YEARLY,USD,90001.0,6037.0,los angeles,1713483844000.0
"optical network documentation and data engineer, w",Entry Level,Unknown,,4.0,,"washington, dc",cogent communications,Full-time,Entry level,,,,,,20001.0,11001.0,washington,1713480922000.0
data engineer,Entry Level,Unknown,,4.0,,"memphis, tn",stifel financial corp.,Full-time,Entry level,,,,,,38103.0,47157.0,memphis,1713398400000.0
data scientist,Entry Level,Unknown,105200.0,3.0,,"pensacola, fl",navy federal credit union,Other,Entry level,131600.0,,78800.0,YEARLY,USD,32501.0,12033.0,pensacola,1713482060000.0
ets engineer iv - data engineer (ai/ml/nlp),Entry Level,Unknown,163900.0,4.0,,"vienna, va",navy federal credit union,Other,Entry level,199900.0,,127900.0,YEARLY,USD,22180.0,51059.0,vienna,1713482053000.0
